word,freq
바라는지,1
나지요,1
잤다구,1
철견,1
아비가일,1
믓시,1
700,1
8.65,1
소대,1
나쁘다어,1
개못해,1
엄청납니다,1
만들수있다는것에,1
주었나,1
던건데,1
찾아봐야겟당,1
ㅡㅜㅜ,1
생스터,1
적으려고,1
들어오면안,1
세계란다,1
싶을거,1
입니다이,1
보고있는데이게,1
아즈,1
~~..,1
?~!@,1
어쩨,1
멍청하던지,1
뜨겁다,1
발랄한게,1
도로로,1
떠나겠다고,1
사줄께,1
잡았으면서,1
하게하는지,1
어땟나봐,1
만들어지는걸,1
부리는게나,1
인보,1
탐쿠르즈,1
슬로,1
본조비,1
섞느랴,1
가우,1
잼있는데요,1
떤거,1
떠다녀서,1
싸랑햐,1
보고싶다며,1
어둡구나,1
기억나니,1
덜어주는구나,1
피는건,1
Secrets,1
Lies,1
천둥신,1
내놓,1
해가는걸,1
홀란드,1
햇다,1
저리가란,1
아쉽구,1
음지,1
어렵소이다,1
Gooooooooooooooooooooooooooooooood,1
웃던데,1
걱정스러웠고,1
꼴뚜기,1
망둥이,1
뛴다더니,1
성공하니까,1
성공할줄아나,1
파는거지,1
다른길,1
안나윈투어,1
받아서만,1
그립군,1
좋을라,1
하고싶어진,1
잼있는대,1
엉뚱하게,1
지저스,1
본거니까,1
....^^?,1
봤었긔,1
revenge,1
sweet,1
치열하면서도,1
....???>.<,1
망설이시지,1
호출,1
맥켈런,1
제브디,1
열광한,1
!@^^@,1
냉정할,1
룡님,1
어딨나,1
잘생겨야,1
펙트가뭐,1
추악한진실을,1
무사하지못,1
질줄이야,1
높았을지도,1
보들보들하지만,1
봤던것이,1
난해하다못해,1
질나는,1
막기는,1
집어넣지,1
노세이,1
근황,1
최동원,1
꾸러,1
끼러,1
얄쭈,1
↘,1
해욯,1
메티컬탑팀,1
알더라구요,1
윤양,1
너무하군,1
만족스럽진,1
가튼딩,1
··,1
망할수,1
가줄,1
보내내,1
1천원,1
아까웠던게,1
준비안됏,1
장마철,1
훼훼훼,1
쳐질,1
서럽고,1
버겁죠,1
보러가야것,1
만들줄아냐,1
전혜빈,1
느꼈으나,1
1933년,1
66년,1
셤기간,1
복잡해진다,1
가난해서,1
원망한,1
원망하는게,1
바꿀려고,1
극진할수록,1
쓰려니까,1
휘틀휘,1
틀한데,1
머쉬,1
부탁드릴께요,1
296,1
카우치,1
담을수있다니,1
빌렸을,1
담는데,1
싶구만,1
초반영화인줄,1
완젅,1
끌고있어,1
4500만,1
갔다며,1
디물,1
재난씬,1
확실해졌네요,1
물려줘,1
알아가면,1
바판,1
스웹,1
어웨,1
돌아갔었더라면,1
Beauty,1
Underneath,1
.?(,1
꿈꾸면서,1
막아야겠지만,1
48975438975023%,1
있을지는,1
막중,1
불가할,1
놓네,1
보던데요,1
날르는,1
심포니,1
부족했나,1
긑,1
뽑힌건,1
딧다,1
놀라고안,1
킬릴타윔,1
뻔하리만큼,1
순수한듯,1
스퇄,1
전이군,1
땍땍,1
웃겨야지,1
ijwsd,1
칠하지마라,1
안좋고요,1
Penelope,1
Cruz,1
Javier,1
Bardem,1
JUST,1
운운하네,1
ㅇㅠ,1
숨막히긴,1
귀여음,1
뱉어내길래,1
놀랍고도,1
꿨다,1
깨어났다,1
찍지말아야,1
다뤘는데,1
걸말라고,1
않으로,1
굽는다고는,1
개장,1
내려가도,1
찍었더라,1
낮게주고,1
봤겠지,1
묶구,1
역어,1
모아니면,1
봣어듀,1
겟더훡,1
좀오,1
덕새,1
죽나,1
yo,1
지쳐있는,1
수준별,1
다시다,1
순택,1
했던만큼,1
공경심,1
잼잇엇당,1
부르냐,1
됨에도,1
비꼼,1
사한,1
Works,1
Living,1
잼있었어용,1
씨입,1
미수,1
뭉클함에,1
남는다소,1
방직,1
놨두,1
약해졌으며,1
피카레스크,1
리미터,1
설상가상,1
익숙해졌다고,1
믿니,1
행복함에,1
##잘봤어요,1
다잡는다,1
컴컴한,1
챙겼지,1
배우다가,1
3719,1
울고있는듯,1
느낌나는듯,1
권력투쟁,1
비켜주는,1
보듬을,1
섬기고,1
섬겨라,1
핑돌,1
처움,1
question,1
보다가나와,1
피페,1
떨어뜨리네요,1
부르트고,1
벌겋고,1
엮겨웠,1
드럽지,1
싸질러,1
저작권료,1
같으므로,1
돌아봐라,1
왜줌,1
시켜줘야,1
찾고있으니,1
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅅ,1
+_=,1
떨어뜨렸어요,1
찾아보네요,1
수광,1
않질,1
낭떠러지,1
달려간다,1
넘겨보고,1
호바,1
심오하지,1
높잖아,1
이루려는,1
입고오고,1
훨낫다고,1
권최,1
이래여,1
흡사한지에만,1
;;;;),1
해놓고도,1
당하시라고,1
한눈팔지못,1
두던가,1
팻,1
반가웠습니다,1
즐건,1
보냈네요,1
샴류,1
드리워지는,1
담담하지만,1
넣으며,1
적합했어도,1
줬을걸,1
술법,1
AVGN,1
저지르게,1
지렸는데,1
가곡,1
채우게,1
피우니,1
깜딱,1
600년,1
참나훗그,1
싖,1
ㄱㄷ,1
개가있다면,1
드노,1
젝슨,1
쩔긴,1
요실금,1
부왘부왘,1
어두울,1
끓인라면,1
시류,1
들여다보고,1
미안하게,1
펼치지,1
촉구,1
보내주네요,1
조심하길,1
그리운거가,1
너무하니까,1
될꺼라고,1
성춘향,1
먹었는지가,1
벽면,1
잡아먹을려고,1
불과함,1
7.04,1
몰려다니면서,1
싸여있어야만,1
~~~(>_,1
시켜주는거,1
징거,1
잇으려나,1
태일,1
부풀리는건,1
할줄아는것,1
무능력한거,1
꼬봉,1
슬펐던건,1
이상하던데,1
식상했어요,1
여전하구,1
쉐기,1
비리는,1
하면안되,1
척사,1
뒤지던말던이라는,1
드러마,1
초반레,1
듣는것이,1
잡히거나,1
관대하다고,1
디딤돌,1
취음,1
러프,1
철민,1
때릴수가,1
풀릴꺼,1
최저임금,1
계좌,1
부쳐라,1
미묘하면서도,1
카다르,1
스러울줄은,1
힘자랑,1
막진못해,1
두려운것은,1
높은지는,1
접하니,1
죽어라고,1
포사이스,1
멋있대,1
재미있을가,1
????!!!,1
넣으니,1
뭉쳐여,1
그치는군,1
상징물,1
클의,1
역겨운거,1
진욱,1
비계,1
마요네즈,1
실성,1
러쎌웨폰따위,1
하지말아주시죠,1
러썰웨폰,1
퍼킨,1
카루소,1
그랬죠,1
힘주네요,1
싸인주죠,1
갈려고,1
아쉬운데로,1
리벨룽겐,1
디멘터,1
행복하,1
괜찮었습니다,1
강함을,1
만족스럽,1
특이하면서,1
오싹하면서도,1
홍진,1
폐업,1
얀토,1
안되더라구요,1
떠오르구요,1
갓스짐머,1
올라올라,1
엄머,1
깎으려는,1
드라맙니,1
밝혀졌는데,1
보았는대,1
ㄲㅣ,1
책이훨잼,1
버린셈,1
넣은것보다,1
데강,1
집요하고,1
백합,1
대공습,1
대설,1
나았을거야,1
깼음,1
꼽길,1
밀리어,1
흘러나오고,1
내려오는데,1
화끈합니다,1
그러고싶다면,1
아닐거,1
않았던거,1
쓰러지면서,1
Now,1
챔스,1
보첼리,1
불렀었던,1
간지런,1
길롯,1
몽실몽실하고,1
해서다시,1
밝아요,1
멸망할지,1
모른다는데,1
해놓으셨죠,1
쳤던게,1
잔것은,1
신관,1
재밌다구,1
썼으니,1
두려워하,1
좋으면서,1
퍼다,1
들먹이던데,1
러럴,1
부른다거나,1
어설픈면이,1
사즌,1
안되냐고,1
!~~!,1
위핏,1
야하는말,1
주무르는지,1
찍다니요,1
뜨거우셨을듯,1
번오글토글,1
걸려있던게,1
풀어가기,1
다뤘다고,1
사야되,1
기발히고,1
로카,1
즐기려고,1
적각비협,1
만풍,1
허구이므로,1
과장할,1
쪼그라들기,1
떨어뜨리는대,1
계왕,1
에네르기,1
마광,1
살포,1
되어있다는거아시나,1
치켜세우는건,1
올랐지,1
좋다던,1
부리기,1
들이었음,1
조용필,1
양상국,1
띄어주냐,1
생겼다는,1
끌어가서,1
세웠는데,1
똥차반,1
됐더라,1
아프던,1
자더군요,1
폭풍성,1
적구,1
테닥어쩔,1
찾아가는거,1
이공,1
꽉차있고,1
놀랏음,1
못지않던데요,1
지루해져,1
줄다리기,1
넝,1
기대더요,1
4/16,1
인숙,1
해준이에게,1
머징,1
힘써서,1
토니스타크,1
로버,1
GOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOD,1
보셨겠지만,1
어렵구먼,1
할거라곤,1
몸둥아리,1
멀고도,1
따뜻함도,1
담겨져있는,1
곱디,1
헷갈리시는것,1
없앴을까,1
모닝,1
나오겠네,1
민망했지만,1
주신것으로,1
run,1
어거,1
클레오파트라,1
밝혀진다싶으면,1
탐험대,1
주은,1
달라는데,1
지야말로,1
시반,1
재밌있게,1
없었다라고,1
개재수,1
격찬,1
놀랄수밖에,1
붙여질,1
광대하니깐,1
들어있는데,1
츨연,1
김희수,1
해내며,1
무모함이나,1
간절함을,1
일어날것,1
물어보는데,1
웃고있지만,1
보였다이게도,1
해해해,1
보고있는것만,1
버렸다는게,1
퓨쳐,1
맞추기라는,1
이상이면,1
경제범죄,1
특별법,1
겠져,1
굶주리지,1
...?.?...??....,1
자좀,1
편한대로,1
축구팀,1
새도,1
잡아주시던,1
찡해졌습니다,1
돜,1
잖은데요,1
할랍니다,1
♡♡♡♡♡♡♡,1
듣기말하기,1
부질없다는것,1
하게하면서도,1
엔들리스러브,1
벽뒤,1
찰하겟다,1
~!..,1
미샹센,1
땐디,1
해두,1
성장했을까,1
결함,1
업을꺼,1
오르길,1
oppose,1
남몰래,1
흔들수,1
느꼈죠,1
즐거울지,1
바뀌냐,1
죽었지,1
왜보여줫,1
울더군요,1
무쉰,1
뭐말,1
다가갈것이아니라,1
해보았으면,1
잼엄음,1
희비극,1
여겨짐,1
뻐더렁니,1
적이려는,1
고만해,1
만판,1
멸,1
탐진이,1
지워야겠네,1
운운하지만,1
무리였어,1
줘야겠다는,1
부족했니,1
섬이면,1
ㅈㅎ,1
힘들다는건,1
어절,1
네드같,1
무리긴,1
죽도아니고,1
조아영,1
무서웟,1
잘봣는디,1
쓰신다면,1
봉건제,1
제입,1
김용옥,1
걸볼때,1
키오,1
딸애,1
당해던,1
엿듣는,1
좃쓰렉이,1
단영,1
쩐당,1
꾸주릐,1
쏟아지고,1
함뭐,1
4천억,1
기다렸으나,1
되있네요,1
위험할지도,1
나와줘서,1
고맙다고,1
잘해줘야하는게,1
있는데말,1
끊고이게,1
찌질하다면서,1
엄청나더군요,1
집어넣는지,1
아킬레우스,1
우오오,1
더주시지,1
;;;....,1
스켈리톤,1
누워있네,1
몆억하,1
오현,1
봤는대요,1
서글펐던,1
슈운,1
조운,1
청강,1
주겠네요,1
손꼽고,1
하는지고,1
main,1
3.7,1
쓰랙빠,1
내려오셨다,1
무엄하게,1
않는자,1
먹지말라고,1
찌질함을,1
벗어나려,1
나려는,1
진실함이,1
하고있다면,1
뜯기면,1
한상우,1
삼았으면,1
불쌍해지네,1
해주셔야져,1
1939-1940,1
돌려주는,1
책임지길,1
느낄수있었으며,1
나아가서,1
하고싶단,1
잇엇을까,1
비적,1
굳히,1
잘렸습니다,1
멈춰요,1
도라버치,1
귀여웠지,1
이어졌다,1
심오하긴,1
됬길래,1
찾아왔데,1
비슷하더만,1
났으나,1
더봣는대,1
빠졌었던,1
동안이나,1
천재소년,1
같앗,1
정희,1
cliche,1
routine,1
허영은,1
기호품,1
여겨서,1
파즈였다,1
뽑았겠죠,1
bw,1
외로우나,1
Qweert,1
맺혖으,1
하나같다,1
있을줄아나보다,1
시해,1
놀라네,1
미있는데,1
끌리진,1
역겨우면,1
남겨주시네요,1
▶◀,1
죽였어야,1
순회,1
궁긍해,1
심각하다고,1
본다오,1
보다껐는데,1
뚫린거,1
쉽게만,1
꼽을때,1
게그,1
그렇다는데,1
봣으므,1
귀농,1
소름끼치는것,1
팀등,1
정산,1
원거리,1
보는이라면,1
해주게요,1
말이안오네요,1
가옥,1
꾸도아니고,1
턴김,1
덴젤이,1
당한다고,1
바랐음,1
ufotable,1
꿓호쇼겨,1
개하셔,1
보여줬는데도,1
해보는것이,1
블랑섹,1
꾸는듯,1
Maybe,1
koreans,1
Koreans.Love,1
barbeque,1
에극장전체관객이,1
높은가,1
이루어지느냐,1
dlf,1
그러라고,1
호선,1
버터플라이,1
...!!!!!!!!!,1
번해서,1
묻어나있고,1
볼수있다고,1
위칙,1
치닫다가,1
창란,1
몰고가지,1
fault,1
재워주는,1
슬펏던,1
"~~***************************""",1
하시게,1
민망했네요,1
어원,1
릭터,1
있고도,1
남겠지,1
있는줄도,1
난뭘,1
냄세가,1
재밋는딩,1
펴주세요,1
나눈것치고,1
왜왜왜왜,1
대단하면서도,1
필요하겟는가,1
느낀것이,1
있었으리라,1
아프나,1
162,1
불자,1
000000000,1
넘못하다,1
패시,1
꾸민건,1
잔인하기라도,1
잘리거나,1
긁히기만,1
막지도,1
먹히며,1
줄테니깐,1
짓폰,1
없는디,1
쏠쏠했습니다,1
세리,1
댈고와,1
틀어주,1
눈건,1
짧다고,1
흐헉,1
좋더라고요,1
말라는거냐,1
엄청썻,1
무너집니다,1
멋진거지,1
해봐야되,1
우대신,1
키웁니까,1
무급,1
폇던,1
뺏긴게,1
넘아까,1
의희,1
개스비,1
온다매,1
욕울,1
않아니,1
만무,1
울리는듯,1
링위,1
내밀던,1
더반,1
믿을수있는가,1
승구,1
옳앗어,1
트렌치코트,1
애수,1
달심,1
밟히지,1
백상아리,1
만대,1
바뀐줄,1
이다되가네,1
흘렸을까,1
평양성,1
구임,1
옥사,1
부목,1
벴어요,1
무섭다냐,1
마시,1
멋쨍,1
하셨냐,1
등고,1
캄캄하구나,1
끝나는거,1
둘러대고,1
넘어가겟네요,1
넘어지고,1
ㅎㅎㅇㅣ,1
추려,1
내느것이,1
팔린다고,1
모를지,1
뭐껌,1
..__...,1
지날이,1
제갈양,1
사주는데,1
박통,1
깝다,1
오래되었나,1
~~(,1
되고싶어진,1
토너,1
뛰기,1
괸찬으,1
슈어,1
흔들어되,1
생생한가,1
재밌어하실,1
멈춰놓고,1
멈춘것,1
おもひでぽろぽろ,1
머금으,1
2009.03,1
끼지말,1
지율스님,1
단식,1
몰랐던세계,1
없에야,1
리두,1
도망갔나요,1
이겤,1
가엾을,1
다릴리,1
검게,1
곪,1
흐려질수밖에,1
월급쟁이,1
뜨고만,1
붕가해,1
본거겠지,1
사랑스런엘,1
탈출씬,1
기막히네,1
살이었던,1
".,.-_-;",1
있네어,1
임겁,1
많은내,1
졸은내용,1
알려주자면,1
선보이고,1
두었다가,1
행복함도,1
없을거라는,1
있단다,1
머문다,1
란좀,1
주어지는가,1
좋아오,1
~~^^^,1
99분,1
짧음에도,1
루엿,1
"""""^""""",1
였던게,1
짧아야,1
보내라는,1
보채서,1
구부리,1
부가가치,1
재미있데요,1
웃었답니다,1
건드렸던,1
아는것을,1
보여주노,1
대로는,1
6~70%,1
하고있는거,1
골거려,1
잡다하지,1
내면을다,1
응디,1
Class,1
했다다시,1
Singer,1
앞섰다,1
다삿,1
내놓지만,1
돈조반니,1
좋을거다,1
일격,1
순하고,1
웃경,1
세워서,1
찝찝해서,1
잡혔다니,1
져인가,1
에딘버러,1
화실,1
김대우,1
빠뜨린듯,1
뛰어났더라면,1
달라졌을,1
부바,1
서툴,1
10429,1
3.98,1
짠하지,1
아니자,1
26000원,1
나오긴하는데,1
죽이고싶음,1
쏟는것은,1
ㅅㅂㅠ,1
로열티,1
탁하더라,1
싸지르고,1
싸지르,1
꺼져라고,1
간거고,1
아우슈비츠,1
듣도,1
보도못한,1
왕왕,1
흩어짐,1
엄노엄노엄노어몬,1
옿,1
삼패,1
따구라니,1
쪼잔,1
씨부리는,1
분뭐,1
흘릴수밖에,1
10-20분,1
다라는것을,1
새운,1
했던건데,1
어색하면서도,1
넘어서까지,1
핶음,1
했는지의,1
아함,1
솟다가,1
낮출줄,1
주어진다,1
오글대사,1
물려서,1
간지러운데,1
찼고,1
덮다,1
슨놈,1
사물놀이,1
남하,1
박한지,1
줄곳,1
이어지는건,1
shift,1
delete,1
하고십다,1
인했음,1
수파,1
막내리,1
떨어지만,1
조중동,1
싱거운데,1
힙찔이들,1
....//?,1
솔직히이거,1
로얄티,1
카피캣,1
갖춰지지못한,1
거쥐,1
쓸려니,1
풀륜업,1
만강,1
소심해도,1
소심함,1
맛깔나고,1
아파하면서도,1
느껴질것,1
그러는건,1
내주길,1
루돌프,1
뜨꺼운,1
지키는데,1
감투,1
짜지요,1
텁,1
훙내낼순없,1
도망치자,1
재미없다는거야,1
실망했겠지만,1
걸치지만,1
김민아,1
샤워실,1
쿨하지못한,1
나오는데두,1
펩시,1
팔로마,1
썩어가네,1
게또뭐,1
놓겠음,1
미하듯,1
의심스러워,1
심각했고,1
없었겠다,1
활기찬,1
호한,1
저주받을,1
빠지다가,1
되돌아오는,1
놓는구나,1
찾겠고,1
하피,1
가다의,1
김인,1
망가지는게,1
미쳤나보다,1
탄탄하여,1
쪼꼬릿,1
안좋은데도,1
갈까말까,1
머뭇머뭇,1
자기말만,1
아깝냐,1
헤어지기,1
에키,1
찔렸을,1
쑤실,1
Stop,1
Crying,1
Your,1
Heart,1
Out,1
치이게,1
데친,1
쓸것도,1
본거면,1
당당하네,1
알렝,1
샤바,1
꽈당,1
저지르는건,1
물꼬,1
슐레이터,1
칫섬칫,1
함우리,1
찍는것,1
떠들던,1
삵쾡이,1
낚엿네,1
뽑히는데,1
흔들림도,1
젖지도,1
발라져,1
젖더군,1
ㅎㅋㅋㅋ,1
따시고,1
배부르니까,1
살아남았다고,1
녀전,1
새볔녁,1
흘렸다내가,1
여짜리,1
몰려오더라,1
죽여놓고는,1
그만하셈,1
짓밟힌,1
하고싶어졌다,1
권민중,1
벙크,1
쉬란,1
넘겨봐도,1
당연할,1
느글거림,1
쓰용,1
잔오,1
:\,1
지워야하나요,1
슬수있어,1
뿌려졌으나,1
1~7회,1
요코이야기,1
께름칙하,1
없거니와,1
보내주었다는,1
내선일체,1
아닌가싶습니다,1
잇나보다,1
황무지,1
자니의,1
차치하,1
"""?",1
담담하리만치,1
애절해서,1
탈기,1
반향,1
굉음,1
빈민촌,1
나눠줄,1
못건,1
때려주면,1
받다면,1
찌푸릴,1
들이밀질,1
억지스럽지는,1
굉장했던,1
베바,1
잠들었을,1
옴마,1
엄청재밋엇음,1
해야하냐,1
현주,1
많았다니,1
무서운거고,1
다가가지,1
벌더라도,1
올라오게,1
냈는데,1
입장료,1
뽐뽀,1
가겠네,1
fc,1
얄밉도록,1
56년,1
해놓으니,1
못자겠어요,1
한약,1
모르겠구요,1
일어날만,1
노이,1
"!!!!!""""",1
가졌어도,1
본성인,1
초유,1
당했잖아,1
처럼흘러가는,1
재밌다는건,1
코메딕하,1
쩌노,1
음볼,1
짓을하는,1
맡겼는가,1
녈,1
오마이갇,1
까지고,1
추악할수,1
느껴질거다,1
맹아,1
깎습니다,1
홀애비,1
섹함,1
짖습니다,1
찾아요,1
오싹함,1
들어가는구나,1
쿼바디스,1
기괴함과,1
먹긴,1
받은거다,1
만족한다면,1
젬네염,1
잊지맙시,1
살았어서,1
짓다가,1
먹은거냐,1
재펜,1
찾았었는데,1
약했음,1
버틴게,1
용했음,1
따진다,1
오묘할,1
안올리냐드라마끝낫는데장사하기실냐,1
4만달러,1
햇는데,1
탄탄하던데,1
어렵더냐,1
넣어줘라,1
문예,1
아깝꺼,1
들랑,1
없는지가,1
동경이야기,1
슬퍼야,1
시켜주는게,1
끓어오를,1
7.73,1
느끼시더군요,1
..........;;;,1
누웠다가,1
이지난현재다시한번보는데,1
神,1
作品,1
유치하다가,1
원스어폰어타임,1
임거,1
",.............",1
78회,1
만평,1
달고있는데,1
한시각,1
어스시,1
옥림,1
욱이,1
장욱,1
누룽지,1
멍청함에,1
쓸쓸함의,1
힘들어여,1
마넌,1
냄서,1
뜨만,1
들이으디,1
찌거,1
탁해진,1
후반전,1
PTSD,1
아안,1
달렸던,1
체기,1
꾸는데,1
아니었던거,1
배우기나,1
매길수있음,1
가야겠다는,1
꼈을텐데,1
넘는지는,1
1010101010,1
익숙해져서,1
해준다고나,1
등사기,1
들러붙,1
잡는지,1
땡겼다가,1
궁굼한데,1
조석,1
넓게,1
묻고싶네,1
.http://radiokwon.wordpress.com/2014/04/14/%EB%A7%88%EC%9D%B4%EB%B3%B4%EC%9D%B4-%EC%A0%84%EA%B7%9C%ED%99%98-%EA%B0%90%EB%8F%85/,1
나열하는데,1
봤으면말을마,1
통함,1
펴주는,1
웃어가며,1
보낼거다,1
의꿈,1
돌아보기도,1
것과,1
북극권,1
이상해져가서,1
변하는듯,1
지루해지려,1
보석같아요,1
땡잡았다,1
간것도,1
분하는거,1
쭝국,1
돼있나,1
쓰러지질,1
보다말다,1
색파,1
않았으니,1
低,1
않아보다,1
갈껄,1
할고하는데,1
고쳐와,1
만족해서,1
보는것인데,1
내려왔어,1
김진숙,1
타고다니던,1
쪽팔리냐,1
쌍판,1
밣는,1
짜증나네여,1
뽑지를,1
모였단,1
쓰러지다니,1
까시가,1
진통,1
힘드,1
해야지내가,1
잠뽕,1
빡치,1
달아도,1
랭크급,1
정태,1
옥련,1
하곘어,1
앤츠,1
해봤는,1
헤맨지,1
코키,1
불러야하나,1
군소리,1
sehr,1
바꾸냐,1
Ayaka,1
Tomoda,1
友田彩也香,1
나오시더라구요,1
째꺼,1
세번쨰,1
없는지는,1
운이가,1
인가에,1
싶소,1
왔으며,1
맞춰지는게,1
변할까,1
맞춰진다,1
산것이다,1
이것드,1
몸무,1
늘렸다는,1
볼수있겠구나,1
도룡뇽,1
븐모슴,1
Still,1
Here,1
굿굿굿긋그슷,1
ㄱㄶㅅ,1
ㅗㅎㅎ,1
살실,1
개훈,1
cuti,1
답달,1
골든글러브,1
퍼엉,1
짤즈부르크,1
헬프,1
따당,1
시시해졌어,1
갑판,1
얇은,1
맛감,1
느낌전혀안나는,1
박기형,1
흘르는,1
나다니는걸,1
유익함,1
죽겄다,1
김지선,1
피로하다,1
보기를,1
더줄수는,1
겪을수있는,1
메트로놈,1
접습니다,1
드립이더니,1
jo,1
콘푸,1
대본있는줄,1
가했다는,1
경공,1
질나요,1
정도를,1
번거,1
봤겠는가,1
없을랑,1
메인다,1
식감,1
나서면서,1
다르더라도,1
없고아,1
왕식,1
땡중왈,1
대공,1
평온하고,1
~!(^-^)/,1
쉰다,1
스탠드,1
같다지만,1
날꼬,1
역새,1
따뜻해져오는,1
쓰러졌을,1
도와줬다는,1
도와줬더라면,1
살아남았고,1
낄낄대고,1
명땜,1
불쌍하구,1
올리지말아라,1
내리쬐는,1
없애주다니,1
울꺼,1
쟈응,1
참신한보다는,1
독특함보다는,1
없는거니,1
가라앉아서,1
멸족,1
놀테를,1
아닌것은,1
저급해,1
지는거야,1
베송찡,1
식상해지려는,1
말하는걸,1
깔리는걸,1
깔끔하지가,1
억지스러워진,1
가리키는것이다,1
조위,1
나오건,1
없다는거다,1
튜닝해,1
Lost,1
Highway,1
바랐겠지만,1
논의,1
조지아,1
street,1
받는다면,1
싸울것이다,1
곧은,1
2014.08,1
당하게끔,1
쓸려다가,1
하겠습니다만,1
보이는것에서,1
단호박,1
만칠천원,1
찍어주셔서,1
발라놨냐,1
미고,1
궁금해져요,1
깨어나고,1
GATE,1
이겡,1
토마슈역,1
뚱띵게이,1
되고부터,1
드리겟음,1
엄떠,1
GoGo,1
가겠음,1
돋았지만,1
돋았던것은,1
돋을만큼,1
anonymous,1
반갑기만,1
이탈리아영화,1
유쾌할수,1
기대안하고,1
뤡,1
뱃,1
많은지도,1
되어있는것도,1
피씨통신,1
maybe,1
later,1
Revolutionary,1
재미없길,1
옥토넛,1
져니,1
타요,1
보겠냐고,1
울었다길래,1
박치,1
유람,1
"~~~""",1
회색분자,1
붉은매,1
쳐져있어요,1
천체물리학,1
재밌겠어요,1
추듯,1
잃었으니까,1
죽일려,1
되찾았으니,1
편이었던,1
울렸지,1
보닌깐,1
살아감의,1
나지막하게,1
indi,1
오스트레일리아영화,1
맞느,1
천년지애,1
달라져있었다,1
말어라,1
배배꼬려,1
멜러,1
가싶더니,1
이질,1
승아,1
태범역,1
쓰는거밖엔,1
보곰,1
얻었구나,1
ㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷ,1
좋아한다지만,1
씨끄럽다,1
되겠구나,1
알바쩌,1
~~~~~~!!!!!,1
내려앉았다,1
쌍탑,1
맡긴거부터가,1
소은,1
오글거린다던데나에겐,1
웃을수가,1
가둬도,1
죽임으로써,1
찍혀,1
다가가려는,1
지켜보게,1
풋풋하네,1
써고,1
실망하다,1
아파하면서,1
붙잡을,1
그립지만,1
찬구,1
;??.();;,1
미이있어어요,1
조오오오오,1
김정남,1
딸뇬때문,1
바라보다니,1
과중,1
트레이시,1
알맞는것,1
짜네요,1
벅차올라,1
종간,1
교항곡,1
좋다네,1
점은,1
미어지며,1
끊어지며,1
쌩뚱맞기,1
괜춘한듯,1
빠루,1
빠져나오는,1
잡겟다는,1
간건대,1
모르겟으나,1
떠만,1
찡하지도,1
버린거야,1
켬이야,1
싸워주신,1
연합군,1
따라왔다가,1
끊어져도,1
쏟던,1
삼천리,1
~....,1
달릴다,1
신기신,1
쓰지말구,1
나오려,1
잊어야하는데,1
잊는데,1
앞축,1
누릴것,1
푼거니,1
깊에,1
에론,1
초치,1
나가고싶엇다,1
어린것,1
닮고싶을,1
황선희,1
카페베네,1
두바이,1
금가루,1
햄내,1
칙칙,1
일어날꺼라고,1
색다르지,1
8.12,1
사각형,1
까졍,1
나왓는디,1
큰둥,1
경운,1
낭비벽,1
인색해,1
예쁘거나,1
유명해야,1
투마더스,1
잼엄써,1
Rubber,1
Soul,1
온다더니,1
좋아지기,1
벨제바브,1
재배,1
뭉클하기도,1
없나싶을,1
스럽다싶을만큼,1
어이없을수도,1
넘길만큼의,1
허세있는,1
새겨졌다,1
아마게돈,1
박신우,1
진지함에,1
~~~~~~~~~^^!!!!!!!,1
~~~~~~!!!!!!!!!!!!!!!!!!!!!!!!,1
웃기지두,1
던지라,1
기다려지긴,1
연산,1
당파,1
바꾸려다,1
식민사관,1
????...,1
비슷한것,1
좀다,1
흥분했었던,1
염라대왕,1
왔을거,1
본명,1
앙리,1
샤리,1
털던,1
걷다가도,1
눈물날거,1
날라하지,1
썪씨딩유,1
빠떨,1
요조숙녀,1
쎅씨,1
볼륜,1
처죽,1
부군,1
맞상대,1
받아선,1
처지는,1
대영화보다,1
바꾸었어도,1
공허함은,1
스러웠,1
살리는거에요,1
giant,1
싸우는자,1
종교재판,1
행해졌다는것을,1
~~~~~~~~~~!,1
멘체스터,1
완재,1
봐야겟네요,1
중요하다는것을,1
군화,1
유태계,1
잘버무러,1
이르게,1
누울,1
누었는데,1
꿀잼꿀잼,1
꿀잼꿀잼꿀잼,1
둥탄,1
홧팅이,1
그려내야되,1
나오시는듯,1
배우려는,1
였어욤,1
봣네용,1
^^~.,1
이게뮌,1
페터젠,1
네버엔딩스토리,1
보자꾸나,1
줬기,1
늘려주지,1
없었겠죠,1
영생교,1
비하해,1
질러던,1
싶었쪙,1
ㅇㄷㄱㅎ,1
난리치더니만,1
삼만,1
어색한건,1
경찰특공대,1
미니멀리즘,1
박성광,1
입애,1
하시던지,1
떼세요,1
이루어졌냐,1
!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,1
오겠다,1
넣은것인가,1
버리듯이,1
질하다가,1
유효함,1
황장엽,1
벗고서,1
반같은,1
일어날듯,1
헤이,1
보들보들,1
받고싶어요,1
저화질,1
독재정치,1
불안하더만,1
